Accession	Protein name	Molecular Weight	pacFA.hit
P63038	60 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspd1 PE=1 SV=1	61 kDa	0
P63260	Actin, cytoplasmic 2 OS=Mus musculus GN=Actg1 PE=1 SV=1	42 kDa	0
P70168	Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=2	97 kDa	0
P70227	Inositol 1,4,5-trisphosphate receptor type 3 OS=Mus musculus GN=Itpr3 PE=1 SV=3	304 kDa	0
P70335	Rho-associated protein kinase 1 OS=Mus musculus GN=Rock1 PE=1 SV=1	158 kDa	0
P70398	Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Mus musculus GN=Usp9x PE=1 SV=2	291 kDa	0
P70695	Fructose-1,6-bisphosphatase isozyme 2 OS=Mus musculus GN=Fbp2 PE=2 SV=2	37 kDa	0
P80317	T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3	58 kDa	0
P84244	Histone H3.3 OS=Mus musculus GN=H3f3a PE=1 SV=2	15 kDa	0
P97350	Plakophilin-1 OS=Mus musculus GN=Pkp1 PE=1 SV=1	81 kDa	0
P99024	Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1	50 kDa	0
P99026	Proteasome subunit beta type-4 OS=Mus musculus GN=Psmb4 PE=1 SV=1	29 kDa	0
Q01853	Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4	89 kDa	0
Q02853	Q02853-R	?	0
Q03172	Q03172-R	?	0
Q03265	ATP synthase subunit alpha, mitochondrial OS=Mus musculus GN=Atp5a1 PE=1 SV=1	60 kDa	0
Q059T9	PRP4 pre-mRNA processing factor 4 homolog (Yeast) OS=Mus musculus GN=Prpf4 PE=2 SV=1	58 kDa	0
Q05BC8	Q05BC8-R	?	0
Q08EK5	Keratin 77 OS=Mus musculus GN=Krt77 PE=2 SV=1	61 kDa	0
Q0VBK2	Keratin, type II cytoskeletal 80 OS=Mus musculus GN=Krt80 PE=2 SV=1	51 kDa	0
Q14B48	Q14B48-2-R	?	0
Q2KHK7	Mal, T-cell differentiation protein 2 OS=Mus musculus GN=Mal2 PE=2 SV=1	19 kDa	0
Q3LR78	Q3LR78-R	?	0
Q3SYP5	Keratin 16 OS=Mus musculus GN=Krt16 PE=2 SV=1	52 kDa	0
Q3TA38	Q3TA38-2-R	?	0
Q3TDD8	Eukaryotic translation initiation factor 4B OS=Mus musculus GN=Eif4b PE=2 SV=1	69 kDa	0
Q3THE2	Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2	20 kDa	0
Q3TKT4	Transcription activator BRG1 OS=Mus musculus GN=Smarca4 PE=1 SV=1	181 kDa	0
Q3TKV1	MCG129789, isoform CRA_b OS=Mus musculus GN=Psmd2 PE=2 SV=1	100 kDa	0
Q3TRJ1	Vacuolar protein sorting 35, isoform CRA_a OS=Mus musculus GN=Vps35 PE=2 SV=1	92 kDa	0
Q3TRJ4	Keratin, type I cytoskeletal 26 OS=Mus musculus GN=Krt26 PE=2 SV=1	51 kDa	0
Q3TSG4	Probable alpha-ketoglutarate-dependent dioxygenase ABH5 OS=Mus musculus GN=Alkbh5 PE=1 SV=2	44 kDa	0
Q3TTY5	Keratin, type II cytoskeletal 2 epidermal OS=Mus musculus GN=Krt2 PE=1 SV=1	71 kDa	0
Q3U0M1	Q3U0M1-R	?	0
Q3U1C4	MCG1271 OS=Mus musculus GN=Secisbp2 PE=2 SV=1	95 kDa	0
Q3U2G2	Heat shock 70 kDa protein 4 OS=Mus musculus GN=Hspa4 PE=2 SV=1	94 kDa	0
Q3U367	4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus GN=Aldh9a1 PE=2 SV=1	56 kDa	0
Q3U4Z7	High density lipoprotein (HDL) binding protein, isoform CRA_d OS=Mus musculus GN=Hdlbp PE=2 SV=1	142 kDa	0
Q3U716	Putative uncharacterized protein OS=Mus musculus GN=Cars PE=2 SV=1	86 kDa	0
Q3U741	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17, isoform CRA_a OS=Mus musculus GN=Ddx17 PE=2 SV=1	73 kDa	0
Q3UG25	Q3UG25-R	?	0
Q3UG37	Histone deacetylase 6 (Fragment) OS=Mus musculus GN=Hdac6 PE=2 SV=1	110 kDa	0
Q3UGC8	Propionyl-Coenzyme A carboxylase, alpha polypeptide, isoform CRA_b OS=Mus musculus GN=Pcca PE=2 SV=1	80 kDa	0
Q3UHJ0	AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2	103 kDa	0
Q3UHK6	Q3UHK6-2-R	?	0
Q3UID0	SWI/SNF complex subunit SMARCC2 OS=Mus musculus GN=Smarcc2 PE=2 SV=1	125 kDa	0
Q3UMM1	Tubulin, beta 6 OS=Mus musculus GN=Tubb6 PE=2 SV=1	50 kDa	0
Q3URQ0	Testis-expressed sequence 10 protein OS=Mus musculus GN=Tex10 PE=2 SV=1	105 kDa	0
Q3UV17	Keratin, type II cytoskeletal 2 oral OS=Mus musculus GN=Krt76 PE=2 SV=1	63 kDa	0
Q3UZ39	Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus GN=Lrrfip1 PE=1 SV=2	79 kDa	0
Q3V086	Q3V086-R	?	0
Q3V0F0	Q3V0F0-R	?	0
Q3V0Q1	Dynein heavy chain 12, axonemal OS=Mus musculus GN=Dnah12 PE=1 SV=2	356 kDa	0
Q3V1T4	Q3V1T4-2-R	?	0
Q4KL39	Q4KL39-R	?	0
Q4ZGD9	Q4ZGD9-R	?	0
Q545G0	Proteasome subunit beta type OS=Mus musculus GN=Psmb3 PE=2 SV=1	23 kDa	0
Q5F2E7	Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus GN=Nufip2 PE=1 SV=1	76 kDa	0
Q5NCJ7	Q5NCJ7-R	?	0
Q5SFM8	RNA-binding protein 27 OS=Mus musculus GN=Rbm27 PE=2 SV=3	119 kDa	0
Q5SUF5	Q5SUF5-R	?	0
Q5SUR0	Phosphoribosylformylglycinamidine synthase OS=Mus musculus GN=Pfas PE=2 SV=1	145 kDa	0
Q5SW19	Protein KIAA0664 OS=Mus musculus GN=Kiaa0664 PE=2 SV=2	148 kDa	0
Q5SWD9	Pre-rRNA-processing protein TSR1 homolog OS=Mus musculus GN=Tsr1 PE=2 SV=1	92 kDa	0
Q5SWU9	Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1	265 kDa	0
Q5SXR6	Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=2 SV=1	192 kDa	0
Q60632	Q60632-R	?	0
Q60668	Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd PE=1 SV=2	38 kDa	0
Q60715	Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1 PE=2 SV=2	61 kDa	0
Q61024	Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus GN=Asns PE=2 SV=3	64 kDa	0
Q61164	Transcriptional repressor CTCF OS=Mus musculus GN=Ctcf PE=1 SV=2	84 kDa	0
Q61171	Peroxiredoxin-2 OS=Mus musculus GN=Prdx2 PE=1 SV=3	22 kDa	0
Q61176	Arginase-1 OS=Mus musculus GN=Arg1 PE=1 SV=1	35 kDa	0
Q61220	Q61220-R	?	0
Q61781	Keratin, type I cytoskeletal 14 OS=Mus musculus GN=Krt14 PE=1 SV=2	53 kDa	0
Q62245	Son of sevenless homolog 1 OS=Mus musculus GN=Sos1 PE=1 SV=2	151 kDa	0
Q62261	Spectrin beta chain, brain 1 OS=Mus musculus GN=Sptbn1 PE=1 SV=2	274 kDa	0
Q62523	Zyxin OS=Mus musculus GN=Zyx PE=1 SV=2	61 kDa	0
Q640M1	U3 small nucleolar RNA-associated protein 14 homolog A OS=Mus musculus GN=Utp14a PE=2 SV=1	87 kDa	0
Q64291	Keratin, type I cytoskeletal 12 OS=Mus musculus GN=Krt12 PE=1 SV=2	52 kDa	0
Q64737	Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus GN=Gart PE=2 SV=3	108 kDa	0
Q6IE21	OTU domain-containing protein 6A OS=Mus musculus GN=Otud6a PE=2 SV=1	34 kDa	0
Q6IFX2	Keratin, type I cytoskeletal 42 OS=Mus musculus GN=Krt42 PE=1 SV=1	50 kDa	0
Q6IFZ8	MCG1050941 OS=Mus musculus GN=Gm5414 PE=2 SV=1	60 kDa	0
Q6IME9	Keratin, type II cytoskeletal 72 OS=Mus musculus GN=Krt72 PE=2 SV=1	57 kDa	0
Q6IMH7	ADAM6b OS=Mus musculus GN=Adam6b PE=2 SV=1	85 kDa	0
Q6NS46	Protein RRP5 homolog OS=Mus musculus GN=Pdcd11 PE=2 SV=2	208 kDa	0
Q6NVG1	Q6NVG1-R	?	0
Q6NXH9	Keratin, type II cytoskeletal 73 OS=Mus musculus GN=Krt73 PE=1 SV=1	59 kDa	0
Q6P4S8	Integrator complex subunit 1 OS=Mus musculus GN=Ints1 PE=1 SV=2	245 kDa	0
Q6P4T2	Activating signal cointegrator 1 complex subunit 3-like 1 OS=Mus musculus GN=Snrnp200 PE=2 SV=1	245 kDa	0
Q6P542	ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1	95 kDa	0
Q6P5D8	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Mus musculus GN=Smchd1 PE=2 SV=2	226 kDa	0
Q6PAC3	DDB1- and CUL4-associated factor 13 OS=Mus musculus GN=Dcaf13 PE=2 SV=2	51 kDa	0
Q6PAR5	GTPase-activating protein and VPS9 domain-containing protein 1 OS=Mus musculus GN=Gapvd1 PE=1 SV=2	162 kDa	0
Q6PB44	Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus GN=Ptpn23 PE=1 SV=2	185 kDa	0
Q6PDI5	Proteasome-associated protein ECM29 homolog OS=Mus musculus GN=Ecm29 PE=1 SV=3	204 kDa	0
Q6ZPY7	Q6ZPY7-2-R	?	0
Q6ZQ08	CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2	267 kDa	0
Q6ZQ38	Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=2 SV=2	136 kDa	0
Q6ZWR6	Q6ZWR6-R	?	0
Q792Z1	MCG140784 OS=Mus musculus GN=Try10 PE=2 SV=1	26 kDa	0
Q7M739	Q7M739-R	?	0
Q7TMB8	Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus GN=Cyfip1 PE=1 SV=1	145 kDa	0
Q7TQC7	Q7TQC7-R	?	0
Q7TSZ0	Heat shock protein 9 OS=Mus musculus GN=Hspa9 PE=2 SV=1	73 kDa	0
Q7TT37	Elongator complex protein 1 OS=Mus musculus GN=Ikbkap PE=2 SV=2	150 kDa	0
Q80TM9	Nischarin OS=Mus musculus GN=Nisch PE=1 SV=2	175 kDa	0
Q80U93	Nuclear pore complex protein Nup214 OS=Mus musculus GN=Nup214 PE=1 SV=2	213 kDa	0
Q80WU2	Q80WU2-R	?	0
Q80X90	Filamin-B OS=Mus musculus GN=Flnb PE=1 SV=3	278 kDa	0
Q80X98	DEAH (Asp-Glu-Ala-His) box polypeptide 38 OS=Mus musculus GN=Dhx38 PE=2 SV=1	141 kDa	0
Q80XK6	Q80XK6-R	?	0
Q80ZX0	Protein Sec24b OS=Mus musculus GN=Sec24b PE=2 SV=1	136 kDa	0
Q810A7	ATP-dependent RNA helicase DDX42 OS=Mus musculus GN=Ddx42 PE=1 SV=3	102 kDa	0
Q812G0	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A OS=Mus musculus GN=Mgat4a PE=2 SV=1	61 kDa	0
Q8BGZ7	Keratin, type II cytoskeletal 75 OS=Mus musculus GN=Krt75 PE=1 SV=1	60 kDa	0
Q8BIH0	Histone deacetylase complex subunit SAP130 OS=Mus musculus GN=Sap130 PE=1 SV=2	111 kDa	0
Q8BIS8	Coiled-coil domain-containing protein 126 OS=Mus musculus GN=Ccdc126 PE=2 SV=1	16 kDa	0
Q8BJ05	Zinc finger CCCH domain-containing protein 14 OS=Mus musculus GN=Zc3h14 PE=1 SV=1	82 kDa	0
Q8BL65	Q8BL65-R	?	0
Q8BL82	Q8BL82-R	?	0
Q8BU30	Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Iars PE=2 SV=2	144 kDa	0
Q8BX02	KN motif and ankyrin repeat domain-containing protein 2 OS=Mus musculus GN=Kank2 PE=1 SV=1	90 kDa	0
Q8BYC6	Serine/threonine-protein kinase TAO3 OS=Mus musculus GN=Taok3 PE=1 SV=2	105 kDa	0
Q8C0C4	Q8C0C4-2-R	?	0
Q8C547	HEAT repeat-containing protein 5B OS=Mus musculus GN=Heatr5b PE=2 SV=3	224 kDa	0
Q8C753	Q8C753-4-R	?	0
Q8CCJ9	Q8CCJ9-2-R	?	0
Q8CEG8	Q8CEG8-R	?	0
Q8CG19	Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus GN=Ltbp1 PE=2 SV=2	187 kDa	0
Q8CGY8	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus GN=Ogt PE=1 SV=2	117 kDa	0
Q8CI51	PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4	63 kDa	0
Q8CIG8	Protein arginine N-methyltransferase 5 OS=Mus musculus GN=Prmt5 PE=1 SV=3	73 kDa	0
Q8CJF7	Protein ELYS OS=Mus musculus GN=Ahctf1 PE=1 SV=1	248 kDa	0
Q8K009	Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus GN=Aldh1l2 PE=2 SV=2	102 kDa	0
Q8K1C9	Leucine-rich repeat-containing protein 41 OS=Mus musculus GN=Lrrc41 PE=1 SV=3	88 kDa	0
Q8K205	Processing of 1, ribonuclease P/MRP family, (S. cerevisiae) OS=Mus musculus GN=Pop1 PE=2 SV=1	117 kDa	0
Q8K268	ATP-binding cassette sub-family F member 3 OS=Mus musculus GN=Abcf3 PE=2 SV=1	80 kDa	0
Q8K284	Q8K284-2-R	?	0
Q8K3X4	Interferon regulatory factor 2-binding protein-like OS=Mus musculus GN=Irf2bpl PE=1 SV=1	81 kDa	0
Q8QZT1	Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1	45 kDa	0
Q8R0E2	Q8R0E2-R	?	0
Q8R0G9	Nuclear pore complex protein Nup133 OS=Mus musculus GN=Nup133 PE=1 SV=2	129 kDa	0
Q8R205	Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1	46 kDa	0
Q8R3F9	Q8R3F9-2-R	?	0
Q8R3N6	THO complex subunit 1 OS=Mus musculus GN=Thoc1 PE=1 SV=1	75 kDa	0
Q8R4U1	Isoform 2 of Myb-related transcription factor, partner of profilin OS=Mus musculus GN=Mypop	20 kDa	0
Q8VCI0	Phospholipase B-like 1 OS=Mus musculus GN=Plbd1 PE=1 SV=1	63 kDa	0
Q8VCW2	Keratin, type I cytoskeletal 25 OS=Mus musculus GN=Krt25 PE=1 SV=1	49 kDa	0
Q8VDM1	Zinc finger CCCH-type with G patch domain-containing protein OS=Mus musculus GN=Zgpat PE=2 SV=1	56 kDa	0
Q8VDW0	ATP-dependent RNA helicase DDX39A OS=Mus musculus GN=Ddx39a PE=2 SV=1	49 kDa	0
Q8VED5	Keratin, type II cytoskeletal 79 OS=Mus musculus GN=Krt79 PE=1 SV=2	58 kDa	0
Q8VI75	Importin-4 OS=Mus musculus GN=Ipo4 PE=1 SV=1	119 kDa	0
Q8VI94	Q8VI94-R	?	0
Q91V27	Q91V27-R	?	0
Q91VH2	Q91VH2-R	?	0
Q91WG1	Q91WG1-R	?	0
Q91Z96	BMP-2-inducible protein kinase OS=Mus musculus GN=Bmp2k PE=1 SV=1	126 kDa	0
Q921K2	Poly (ADP-ribose) polymerase family, member 1 OS=Mus musculus GN=Parp1 PE=2 SV=1	113 kDa	0
Q923D4	Splicing factor 3B subunit 5 OS=Mus musculus GN=Sf3b5 PE=2 SV=1	10 kDa	0
Q924C1	Exportin-5 OS=Mus musculus GN=Xpo5 PE=2 SV=1	137 kDa	0
Q99LE6	ATP-binding cassette sub-family F member 2 OS=Mus musculus GN=Abcf2 PE=2 SV=1	72 kDa	0
Q99M74	Keratin, type II cuticular Hb2 OS=Mus musculus GN=Krt82 PE=2 SV=2	57 kDa	0
Q99MR8	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus GN=Mccc1 PE=2 SV=2	79 kDa	0
Q99PV0	Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2	274 kDa	0
Q9CPN9	RIKEN cDNA 2210010C04, isoform CRA_b OS=Mus musculus GN=2210010C04Rik PE=2 SV=1	26 kDa	0
Q9CSH3	Exosome complex exonuclease RRP44 OS=Mus musculus GN=Dis3 PE=2 SV=4	109 kDa	0
Q9CW46	Ribonucleoprotein PTB-binding 1 OS=Mus musculus GN=Raver1 PE=1 SV=2	79 kDa	0
Q9CWH6	Proteasome subunit alpha type-7-like OS=Mus musculus GN=Psma8 PE=2 SV=1	28 kDa	0
Q9CWT6	Probable ATP-dependent RNA helicase DDX28 OS=Mus musculus GN=Ddx28 PE=2 SV=2	60 kDa	0
Q9CXT8	Mitochondrial-processing peptidase subunit beta OS=Mus musculus GN=Pmpcb PE=2 SV=1	55 kDa	0
Q9CY58	Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2	45 kDa	0
Q9CZU3	Superkiller viralicidic activity 2-like 2 OS=Mus musculus GN=Skiv2l2 PE=2 SV=1	118 kDa	0
Q9CZU6	Citrate synthase, mitochondrial OS=Mus musculus GN=Cs PE=1 SV=1	52 kDa	0
Q9CZW2	Q9CZW2-3-R	?	0
Q9D0R2	Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2	83 kDa	0
Q9D2Q8	Protein S100-A14 OS=Mus musculus GN=S100a14 PE=2 SV=1	12 kDa	0
Q9D416	ADP-ribosylation factor-like protein 13A OS=Mus musculus GN=Arl13a PE=2 SV=1	43 kDa	0
Q9D646	Keratin, type I cuticular Ha4 OS=Mus musculus GN=Krt34 PE=2 SV=1	45 kDa	0
Q9D662	Protein transport protein Sec23B OS=Mus musculus GN=Sec23b PE=2 SV=1	86 kDa	0
Q9D952	Envoplakin OS=Mus musculus GN=Evpl PE=2 SV=3	232 kDa	0
Q9DB77	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1	48 kDa	0
Q9DCL9	Multifunctional protein ADE2 OS=Mus musculus GN=Paics PE=1 SV=4	47 kDa	0
Q9EPL8	Importin-7 OS=Mus musculus GN=Ipo7 PE=1 SV=2	119 kDa	0
Q9EPU0	Regulator of nonsense transcripts 1 OS=Mus musculus GN=Upf1 PE=1 SV=2	124 kDa	0
Q9EPU4	Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus GN=Cpsf1 PE=1 SV=1	161 kDa	0
Q9EQZ7	Q9EQZ7-3-R	?	0
Q9EST1	Gasdermin-A OS=Mus musculus GN=Gsdma PE=2 SV=1	50 kDa	0
Q9ET54	Palladin OS=Mus musculus GN=Palld PE=1 SV=2	152 kDa	0
Q9JHU4	Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2	532 kDa	0
Q9JJF3	Q9JJF3-R	?	0
Q9JJL3	Solute carrier organic anion transporter family member 1B2 OS=Mus musculus GN=Slco1b2 PE=1 SV=1	77 kDa	0
Q9JJN0	DNA polymerase eta OS=Mus musculus GN=Polh PE=1 SV=1	76 kDa	0
Q9JLF6	Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus GN=Tgm1 PE=1 SV=2	90 kDa	0
Q9QWF0	Chromatin assembly factor 1 subunit A OS=Mus musculus GN=Chaf1a PE=1 SV=1	102 kDa	0
Q9QWL7	Keratin, type I cytoskeletal 17 OS=Mus musculus GN=Krt17 PE=1 SV=3	48 kDa	0
Q9QXL2	Q9QXL2-4-R	?	0
Q9QXS1	Q9QXS1-7-R	?	0
Q9R0H5	Keratin, type II cytoskeletal 71 OS=Mus musculus GN=Krt71 PE=1 SV=1	57 kDa	0
Q9WV27	Sodium/potassium-transporting ATPase subunit alpha-4 OS=Mus musculus GN=Atp1a4 PE=1 SV=3	115 kDa	0
Q9WVA4	Transgelin-2 OS=Mus musculus GN=Tagln2 PE=1 SV=4	22 kDa	0
Q9Z0H1	WD repeat-containing protein 46 OS=Mus musculus GN=Wdr46 PE=2 SV=1	69 kDa	0
Q9Z150	Q9Z150-R	?	0
Q9Z2T6	Keratin, type II cuticular Hb5 OS=Mus musculus GN=Krt85 PE=2 SV=2	56 kDa	0
A2AA49	Guanine nucleotide binding protein, alpha 13 OS=Mus musculus GN=Gna13 PE=4 SV=1	44 kDa	0
A2AAJ9	A2AAJ9-2-R	?	0
A2AG68	A2AG68-R	?	0
A2ANC9	Novel protein (D430028G21Rik) OS=Mus musculus GN=Mavs PE=4 SV=1	53 kDa	0
A2ANY6	Midasin OS=Mus musculus GN=Mdn1 PE=3 SV=1	630 kDa	0
A2AP51	A2AP51-R	?	0
A2AQB0	A2AQB0-R	?	0
A9C491	Cullin 7 OS=Mus musculus GN=Cul7 PE=2 SV=1	192 kDa	0
A9CLV6	Axotomy induced glycoprotein 2 OS=Mus musculus GN=Serinc1 PE=2 SV=1	51 kDa	0
B0V2H6	B0V2H6-R	?	0
B1AWI7	B1AWI7-R	?	0
B1AXW5	Peroxiredoxin 1 (Fragment) OS=Mus musculus GN=Prdx1 PE=4 SV=1	19 kDa	0
B2RS85	Sprouty homolog 2 (Drosophila) OS=Mus musculus GN=Spry2 PE=2 SV=1	35 kDa	0
B7ZCT1	Regulator of G-protein signaling 19 OS=Mus musculus GN=Rgs19 PE=4 SV=1	27 kDa	0
B8JJC8	TEA domain family member 3 (Fragment) OS=Mus musculus GN=Tead3 PE=4 SV=1	49 kDa	0
B9EIE9	Adenylosuccinate synthetase OS=Mus musculus GN=Adss PE=2 SV=1	50 kDa	0
D3YTT7	MCG2650 OS=Mus musculus GN=Rpsa-ps10 PE=3 SV=1	33 kDa	0
D3YUJ3	Protein Ccnyl1 OS=Mus musculus GN=Ccnyl1 PE=3 SV=1	42 kDa	0
D6RE33	Enhancer of mRNA-decapping protein 4 OS=Mus musculus GN=Edc4 PE=4 SV=1	142 kDa	0
E9PXH8	E9PXH8-R	?	0
E9PYH6	Protein Setd1a OS=Mus musculus GN=Setd1a PE=4 SV=1	186 kDa	0
E9Q0D0	S-adenosylmethionine synthase OS=Mus musculus GN=Mat2a PE=3 SV=1	40 kDa	0
E9Q120	Lon protease homolog OS=Mus musculus GN=Lonp1 PE=3 SV=1	106 kDa	0
E9Q2W0	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Suclg2 PE=3 SV=1	45 kDa	0
E9Q390	Myoferlin OS=Mus musculus GN=Myof PE=4 SV=1	235 kDa	0
E9Q4I3	Uncharacterized protein OS=Mus musculus GN=Rpl31-ps4 PE=4 SV=1	15 kDa	0
E9Q4Y5	E9Q4Y5-R	?	0
E9Q8C3	E9Q8C3-R	?	0
E9QJT6	PAP-associated domain-containing protein 5 OS=Mus musculus GN=Papd5 PE=4 SV=1	74 kDa	0
E9QPV4	E9QPV4-R	?	0
F6VCM8	F6VCM8-R	?	0
F6VP19	F6VP19-R	?	0
F6ZDD7	Glutathione reductase, mitochondrial OS=Mus musculus GN=Gsr PE=3 SV=1	52 kDa	0
F6ZFU0	Elongation factor 1-delta (Fragment) OS=Mus musculus GN=Eef1d PE=3 SV=1	61 kDa	0
F7CB18	Pleckstrin homology-like domain family B member 1 (Fragment) OS=Mus musculus GN=Phldb1 PE=4 SV=1	3 kDa	0
F8WJA0	ATP-dependent RNA helicase DDX24 OS=Mus musculus GN=Ddx24 PE=3 SV=1	101 kDa	0
G3UWB1	Thioredoxin reductase 1, isoform CRA_b OS=Mus musculus GN=Txnrd1 PE=3 SV=1	67 kDa	0
G3UWZ0	G3UWZ0-R	?	0
G3UXX3	Sepiapterin reductase OS=Mus musculus GN=Spr PE=4 SV=1	23 kDa	0
G3X8W9	Niemann Pick type C1 OS=Mus musculus GN=Npc1 PE=4 SV=1	143 kDa	0
O08529	Calpain-2 catalytic subunit OS=Mus musculus GN=Capn2 PE=2 SV=4	80 kDa	0
O35682	Myeloid-associated differentiation marker OS=Mus musculus GN=Myadm PE=2 SV=2	35 kDa	0
O55013	Trafficking protein particle complex subunit 3 OS=Mus musculus GN=Trappc3 PE=1 SV=1	20 kDa	0
O70326	Gremlin-1 OS=Mus musculus GN=Grem1 PE=2 SV=1	21 kDa	0
O70405	Serine/threonine-protein kinase ULK1 OS=Mus musculus GN=Ulk1 PE=1 SV=1	112 kDa	0
P08752	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus GN=Gnai2 PE=1 SV=5	40 kDa	0
P16332	Methylmalonyl-CoA mutase, mitochondrial OS=Mus musculus GN=Mut PE=2 SV=2	83 kDa	0
P19096	Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2	272 kDa	0
P24270	Catalase OS=Mus musculus GN=Cat PE=1 SV=4	60 kDa	0
P26040	Ezrin OS=Mus musculus GN=Ezr PE=1 SV=3	69 kDa	0
P34884	Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2	13 kDa	0
P40142	Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1	68 kDa	0
P40936	P40936-R	?	0
P45952	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadm PE=1 SV=1	46 kDa	0
P49717	DNA replication licensing factor MCM4 OS=Mus musculus GN=Mcm4 PE=2 SV=1	97 kDa	0
P52633	P52633-R	?	0
P58462	P58462-4-R	?	0
P59222	Scavenger receptor class F member 2 OS=Mus musculus GN=Scarf2 PE=1 SV=1	88 kDa	0
P61807	Stannin OS=Mus musculus GN=Snn PE=1 SV=1	10 kDa	0
P62242	40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2	24 kDa	0
P63101	14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1	28 kDa	0
P70296	Phosphatidylethanolamine-binding protein 1 OS=Mus musculus GN=Pebp1 PE=1 SV=3	21 kDa	0
P82343	N-acylglucosamine 2-epimerase OS=Mus musculus GN=Renbp PE=2 SV=3	50 kDa	0
P98192	Dihydroxyacetone phosphate acyltransferase OS=Mus musculus GN=Gnpat PE=2 SV=1	77 kDa	0
Q05CJ5	Q05CJ5-R	?	0
Q05D44	Eukaryotic translation initiation factor 5B OS=Mus musculus GN=Eif5b PE=1 SV=2	138 kDa	0
Q0VEW4	Proteolipid protein 2 OS=Mus musculus GN=Plp2 PE=2 SV=1	17 kDa	0
Q149T7	Q149T7-R	?	0
Q3TFD2	Q3TFD2-R	?	0
Q3TXS7	26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1	106 kDa	0
Q3UPI1	Protein FAM198B OS=Mus musculus GN=Fam198b PE=2 SV=1	58 kDa	0
Q3UPK6	Proteasome subunit alpha type OS=Mus musculus GN=Psma5 PE=2 SV=1	26 kDa	0
Q3UPL0	Protein transport protein Sec31A OS=Mus musculus GN=Sec31a PE=1 SV=2	134 kDa	0
